"Ad Name","Target URL","Video Creative ID","Thumbnail Creative ID","Headline","Brand Name"
"VID_EN_Twerk_F_Real_NSFW_Generic_Pedro_4sec_ID-6FDD8F2E-VID","PLACEHOLDER_URL","1032531771","1032532501","Twerk","PLACEHOLDER_BRAND"
"VID_EN_Twerk_F_Real_NSFW_Generic_Pedro_4sec_ID-0B7D2807-VID","PLACEHOLDER_URL","1032531781","1032532511","Twerk","PLACEHOLDER_BRAND"
